289.23,206.28,478.13,181.94,176.99,225.77,342.4,1268.9,735.72,353.45,410.35,664.13,67.61,2039.16,192.64,181.77,447.24,174.36,402.37,242.11,242.11,545.92,207.07,348.93,588.45,926.37,353.53,369.22,236.89,107.24,1397.24,219.15
270.1,221.83,389.92,175.96,375.05,249.01,378.82,0,0,502.9,333.96,847.2,98.11,1187.23,178.44,240.99,0,155.61,415.8,422.6,422.6,0,213.36,370.92,1202.35,1403.42,385.55,352.29,196.12,114.67,0,221.44
274.95,247.31,408.32,178.29,618.75,255.06,379.59,0,0,409.76,240.48,747.02,145.67,0,228.62,253.46,0,129.26,393.87,1640.52,1640.52,0,231,376.97,1337.73,178.75,357.82,329.17,188.03,119.99,0,248.45
236.71,233.08,1753.93,181.71,1906.86,224.03,254.54,0,0,333.86,261.83,527.07,73.05,2841.55,258.75,575.71,0,1131.2,391.8,2730.23,2730.23,0,501.49,444.03,2100.56,2254.29,430.28,430.63,248.92,104.17,0,240.49
246.33,198.99,2347.01,212.1,1888.65,183,277.51,0,0,329,302.67,919.03,68.34,2620.16,139.22,602.79,0,3265.4,390.42,2377.02,2377.02,0,1034,585.1,1988.44,2671.02,581.26,405.46,513.67,106.46,0,263.88
202.03,171.85,2440.22,253.37,1033.63,149.25,250.9,0,0,295.7,258.36,698.65,61.82,2975.81,123.62,673.79,0,2279.74,469.57,1095.2,1095.2,0,1354.83,603.89,1356.58,803.36,549.57,394.27,394.89,94.5,0,232.99
190.98,458.21,2158.4,248.79,532.69,192.93,205.2,0,0,272.45,179.31,941.2,62.39,4871.73,132.98,654.27,0,0,626.89,4328.81,4328.81,0,1768.89,1017.36,1021.32,5624.3,500.97,671.26,564.08,106.44,0,166.49
194.48,452.04,3157.9,298.45,490.01,231.97,226.52,0,0,316.51,184.04,972.32,60.17,5564.43,196.31,770.4,0,1374.38,1261.12,6418.82,6418.82,0,2122.49,1429.93,3424.87,10196.69,604.96,971.74,619.03,111.78,0,152.93
196.71,466.81,4627.53,436.77,481.04,278.09,208.66,0,0,292.93,205.12,1215.82,55.87,12808.19,216.4,1037.95,0,2762.44,1107.16,9959.57,9959.57,0,1507.31,2156.92,7359.07,26026.12,723.64,1210.28,563.38,166.17,0,109.75
161.72,552.59,3966.25,408.11,449.25,270.67,210.73,0,0,255.21,206.44,1154.46,66.51,12425.87,215.33,942.59,0,1973.62,1105.17,7846.02,7846.02,0,1314.19,3141.51,6393.73,19845.69,712.76,1213.44,693.65,191.98,0,139.21
116.85,481.34,3392,312.69,500.23,321.84,172.53,0,0,300.7,193.56,1181.19,51.87,1929.23,231.46,1084.18,0,870.84,1258.88,11361.59,11361.59,0,1372.48,3333.97,5502.12,19256.98,719.63,598.25,714.43,156.75,0,132.3
135.7,498.3,3456.29,354.01,582.88,336.63,234.59,0,0,322.65,219.06,1331.54,59.25,0,233.53,1034.61,0,1005.02,1043.23,12069.74,12069.74,0,1625.11,3898.98,5921.64,17948.9,835.56,0,770.08,159.92,0,142.75
139.39,379.1,2864.17,359.63,547.91,361.57,237.67,0,0,311.83,222.5,1343.12,60.45,0,232.51,788.84,0,686.09,989.84,6526.24,6526.24,0,1412.12,3101.4,4603.95,9503.84,872.93,0,655.68,150.36,0,168.25
121.68,218.82,2385.51,370.33,517.33,408.83,195.24,0,,327.34,231.49,1277.44,62.41,0,182.43,639.61,0,558.08,821.92,4735.84,4735.84,0,1168.72,2245.38,3741.57,7531.9,751.05,0,594.59,144.72,0,158.07
